city,region,region_type,federal_district,capital_marker,population,timezone,geo_lat,geo_lon
Белово,Кемеровская область - Кузбасс,обл,Сибирский,0,76752,UTC+7,54.4220968,86.3037373
Березовский,Кемеровская область - Кузбасс,обл,Сибирский,0,47292,UTC+7,55.6693513,86.2744459
Гурьевск,Кемеровская область - Кузбасс,обл,Сибирский,1,24816,UTC+7,54.2859263,85.9475985
Калтан,Кемеровская область - Кузбасс,обл,Сибирский,0,21893,UTC+7,53.5210919,87.2771636
Кемерово,Кемеровская область - Кузбасс,обл,Сибирский,2,532884,UTC+7,55.3910651,86.0467781
Киселевск,Кемеровская область - Кузбасс,обл,Сибирский,0,98382,UTC+7,54.0059999,86.6366116
Ленинск-Кузнецкий,Кемеровская область - Кузбасс,обл,Сибирский,0,101666,UTC+7,54.6674492,86.1797324
Мариинск,Кемеровская область - Кузбасс,обл,Сибирский,1,40522,UTC+7,56.2127383,87.7454924
Междуреченск,Кемеровская область - Кузбасс,обл,Сибирский,0,101995,UTC+7,53.6865289,88.0702754
Мыски,Кемеровская область - Кузбасс,обл,Сибирский,0,43029,UTC+7,53.7125695,87.8055646
Новокузнецк,Кемеровская область - Кузбасс,обл,Сибирский,0,547885,UTC+7,53.794315,87.2142745
Осинники,Кемеровская область - Кузбасс,обл,Сибирский,0,45997,UTC+7,53.5988055,87.3371272
Полысаево,Кемеровская область - Кузбасс,обл,Сибирский,0,27624,UTC+7,54.6055,86.2809208
Прокопьевск,Кемеровская область - Кузбасс,обл,Сибирский,0,210150,UTC+7,53.8604265,86.7183577
Салаир,Кемеровская область - Кузбасс,обл,Сибирский,0,8263,UTC+7,54.2351735,85.8030733
Тайга,Кемеровская область - Кузбасс,обл,Сибирский,0,25330,UTC+7,56.0622131,85.6207182
Таштагол,Кемеровская область - Кузбасс,обл,Сибирский,1,23114,UTC+7,52.759313,87.8476546
Топки,Кемеровская область - Кузбасс,обл,Сибирский,1,28642,UTC+7,55.2764707,85.6152619
Юрга,Кемеровская область - Кузбасс,обл,Сибирский,0,81536,UTC+7,55.7202694,84.8886399
Белая Холуница,Кировская,обл,Приволжский,1,11232,UTC+3,58.8415239,50.8460699
Вятские Поляны,Кировская,обл,Приволжский,1,35159,UTC+3,56.2284817,51.0614855
Зуевка,Кировская,обл,Приволжский,1,11198,UTC+3,58.4032152,51.1331606
Киров,Кировская,обл,Приволжский,2,473668,UTC+3,58.6035264,49.6679304
Кирово-Чепецк,Кировская,обл,Приволжский,1,80920,UTC+3,58.5559424,50.0316848
Кирс,Кировская,обл,Приволжский,1,10420,UTC+3,59.340056,52.2414437
Котельнич,Кировская,обл,Приволжский,1,24979,UTC+3,58.3034832,48.3475597
Луза,Кировская,обл,Приволжский,1,11262,UTC+3,60.6290609,47.2612445
Малмыж,Кировская,обл,Приволжский,1,8265,UTC+3,56.5243844,50.6782739
Мураши,Кировская,обл,Приволжский,1,6752,UTC+3,59.3955383,48.9638417
Нолинск,Кировская,обл,Приволжский,1,9556,UTC+3,57.5597284,49.93575
Омутнинск,Кировская,обл,Приволжский,1,23618,UTC+3,58.6698913,52.1894564
Орлов,Кировская,обл,Приволжский,1,6959,UTC+3,58.5389776,48.8927723
Слободской,Кировская,обл,Приволжский,1,33983,UTC+3,58.7311574,50.1669249
Советск,Кировская,обл,Приволжский,1,16592,UTC+3,57.584196,48.9590272
Сосновка,Кировская,обл,Приволжский,0,11960,UTC+3,56.2532741,51.2833642
Уржум,Кировская,обл,Приволжский,1,10213,UTC+3,57.1097477,50.0058097
Яранск,Кировская,обл,Приволжский,1,17252,UTC+3,57.3040326,47.8478737
Воркута,Коми,Респ,Северо-Западный,0,70551,UTC+3,67.4974082,64.061034
Вуктыл,Коми,Респ,Северо-Западный,0,12357,UTC+3,63.8615274,57.3165402
Емва,Коми,Респ,Северо-Западный,1,14574,UTC+3,62.5965137,50.8732125
Инта,Коми,Респ,Северо-Западный,0,32021,UTC+3,66.0367316,60.1152961
Микунь,Коми,Респ,Северо-Западный,0,10732,UTC+3,62.3579068,50.0719503
Печора,Коми,Респ,Северо-Западный,0,43458,UTC+3,65.148584,57.2239777
Сосногорск,Коми,Респ,Северо-Западный,0,27809,UTC+3,63.5989841,53.876293
Сыктывкар,Коми,Респ,Северо-Западный,2,235006,UTC+3,61.6686617,50.8358151
Усинск,Коми,Респ,Северо-Западный,0,41100,UTC+3,65.994147,57.5569423
Ухта,Коми,Респ,Северо-Западный,0,99642,UTC+3,63.5565514,53.7014239
Буй,Костромская,обл,Центральный,1,25763,UTC+3,58.4733277,41.5306822
Волгореченск,Костромская,обл,Центральный,0,17108,UTC+3,57.4424559,41.1594201
Галич,Костромская,обл,Центральный,1,17346,UTC+3,58.3828191,42.3654013
Кологрив,Костромская,обл,Центральный,1,3314,UTC+3,58.8269323,44.3184927
Кострома,Костромская,обл,Центральный,2,268617,UTC+3,57.768,40.927
Макарьев,Костромская,обл,Центральный,1,7114,UTC+3,57.8807152,43.8014197
Мантурово,Костромская,обл,Центральный,1,17479,UTC+3,58.3265441,44.757494
Нерехта,Костромская,обл,Центральный,1,22817,UTC+3,57.4543369,40.5723598
Нея,Костромская,обл,Центральный,1,9827,UTC+3,58.2943349,43.8780948
Солигалич,Костромская,обл,Центральный,1,6438,UTC+3,59.0784867,42.2878423
Чухлома,Костромская,обл,Центральный,1,5209,UTC+3,58.753421,42.6884958
Шарья,Костромская,обл,Центральный,1,23668,UTC+3,58.3760542,45.4062414
Абинск,Краснодарский,край,Южный,1,34926,UTC+3,44.8679655,38.1618157
Анапа,Краснодарский,край,Южный,1,58983,UTC+3,44.8950433,37.3163282
Апшеронск,Краснодарский,край,Южный,1,40229,UTC+3,44.4584006,39.7299824
Армавир,Краснодарский,край,Южный,0,188897,UTC+3,45.0012149,41.1324168
Белореченск,Краснодарский,край,Южный,1,53891,UTC+3,44.7651876,39.8781494
Геленджик,Краснодарский,край,Южный,0,54813,UTC+3,44.5630007,38.0790852
Горячий Ключ,Краснодарский,край,Южный,0,30093,UTC+3,44.6344864,39.1354738
Гулькевичи,Краснодарский,край,Южный,1,35225,UTC+3,45.3605121,40.6918389
Ейск,Краснодарский,край,Южный,1,87771,UTC+3,46.71157,38.2763895
Кореновск,Краснодарский,край,Южный,1,41179,UTC+3,45.4641703,39.458949
Краснодар,Краснодарский,край,Южный,2,744933,UTC+3,45.0401604,38.9759647
Кропоткин,Краснодарский,край,Южный,0,80743,UTC+3,45.4333007,40.5727951
Крымск,Краснодарский,край,Южный,1,57370,UTC+3,44.9344404,37.9855795
Курганинск,Краснодарский,край,Южный,1,47974,UTC+3,44.8877025,40.5913245
Лабинск,Краснодарский,край,Южный,1,62822,UTC+3,44.6354363,40.7245341
Новокубанск,Краснодарский,край,Южный,1,34847,UTC+3,45.1038699,41.0475175
Новороссийск,Краснодарский,край,Южный,0,241788,UTC+3,44.7235026,37.7686135
Приморско-Ахтарск,Краснодарский,край,Южный,1,32253,UTC+3,46.0515432,38.1704875
Славянск-на-Кубани,Краснодарский,край,Южный,1,63768,UTC+3,45.2603626,38.1259774
Сочи,Краснодарский,край,Южный,0,343285,UTC+3,43.5854551,39.7231548
Темрюк,Краснодарский,край,Южный,1,38014,UTC+3,45.2610949,37.4454412
Тимашевск,Краснодарский,край,Южный,1,53921,UTC+3,45.615923,38.9351837
Тихорецк,Краснодарский,край,Южный,1,61825,UTC+3,45.8546345,40.1260267
Туапсе,Краснодарский,край,Южный,1,63233,UTC+3,44.1105335,39.0824904
Усть-Лабинск,Краснодарский,край,Южный,1,43268,UTC+3,45.2227359,39.6929577
Хадыженск,Краснодарский,край,Южный,0,21580,UTC+3,44.4122963,39.5320258
Артемовск,Красноярский,край,Сибирский,0,2180,UTC+7,54.3473075,93.4358377
Ачинск,Красноярский,край,Сибирский,0,109156,UTC+7,56.253907,90.4794397
Боготол,Красноярский,край,Сибирский,0,21029,UTC+7,56.2098468,89.5299336
Бородино,Красноярский,край,Сибирский,0,17423,UTC+7,55.9054121,94.9020967
Дивногорск,Красноярский,край,Сибирский,0,28271,UTC+7,55.9576784,92.3800687
Дудинка,Красноярский,край,Сибирский,1,22207,UTC+7,69.4031364,86.1907218
Енисейск,Красноярский,край,Сибирский,0,18769,UTC+7,58.4485261,92.1651083
Железногорск,Красноярский,край,Сибирский,0,85559,UTC+7,56.2529035,93.532273
Заозерный,Красноярский,край,Сибирский,0,10683,UTC+7,55.9617752,94.7091491
Зеленогорск,Красноярский,край,Сибирский,0,66018,UTC+7,56.1131564,94.5888103
Игарка,Красноярский,край,Сибирский,0,6183,UTC+7,67.4666901,86.5812794
Иланский,Красноярский,край,Сибирский,1,16108,UTC+7,56.2374037,96.067267
Канск,Красноярский,край,Сибирский,0,94230,UTC+7,56.2051282,95.7051096
Кодинск,Красноярский,край,Сибирский,1,14835,UTC+7,58.6032644,99.1797962
Красноярск,Красноярский,край,Сибирский,2,973826,UTC+7,56.0093879,92.8524806
Лесосибирск,Красноярский,край,Сибирский,0,61146,UTC+7,58.221681,92.5037872
Минусинск,Красноярский,край,Сибирский,0,71171,UTC+7,53.7104586,91.6872907
Назарово,Красноярский,край,Сибирский,0,52829,UTC+7,56.0113799,90.4168775
Норильск,Красноярский,край,Сибирский,0,175301,UTC+7,69.3489978,88.2009846
Сосновоборск,Красноярский,край,Сибирский,0,33090,UTC+7,56.1202647,93.3354121
Ужур,Красноярский,край,Сибирский,1,16079,UTC+7,55.3141969,89.8333918
Уяр,Красноярский,край,Сибирский,1,12666,UTC+7,55.8131263,94.3282601
Шарыпово,Красноярский,край,Сибирский,0,38570,UTC+7,55.5389739,89.1801044
Ялта,Крым,Респ,Южный,0,7771,UTC+3,44.4164605,34.0444797
Алушта,Крым,Респ,Южный,0,29078,UTC+3,44.6764304,34.4100624
Армянск,Крым,Респ,Южный,0,21987,UTC+3,46.1059307,33.6910012
Бахчисарай,Крым,Респ,Южный,0,27448,UTC+3,44.7514769,33.8752176
Белогорск,Крым,Респ,Южный,0,16354,UTC+3,45.057202,34.5999029
Джанкой,Крым,Респ,Южный,0,38622,UTC+3,45.7092306,34.3883372
Евпатория,Крым,Респ,Южный,0,105719,UTC+3,45.190629,33.367634
Керчь,Крым,Респ,Южный,0,147033,UTC+3,45.3562627,36.4674513
Красноперекопск,Крым,Респ,Южный,0,26268,UTC+3,45.9537576,33.7921939
Саки,Крым,Респ,Южный,0,25146,UTC+3,45.1341997,33.6033383
Симферополь,Крым,Респ,Южный,0,332317,UTC+3,44.9482948,34.1001151
Старый Крым,Крым,Респ,Южный,0,9277,UTC+3,45.029058,35.0901474
Судак,Крым,Респ,Южный,0,16492,UTC+3,44.8504679,34.9762034
Феодосия,Крым,Респ,Южный,0,69038,UTC+3,45.0318393,35.3824259
Щелкино,Крым,Респ,Южный,0,10620,UTC+3,45.4288991,35.825165
Ялта,Крым,Респ,Южный,0,76746,UTC+3,44.4953612,34.166308
Далматово,Курганская,обл,Уральский,1,13913,UTC+5,56.262114,62.9387011
Катайск,Курганская,обл,Уральский,1,14017,UTC+5,56.290809,62.5800359
Курган,Курганская,обл,Уральский,2,333640,UTC+5,55.4443883,65.3161963
Куртамыш,Курганская,обл,Уральский,1,17098,UTC+5,54.9368539,64.4203722
Макушино,Курганская,обл,Уральский,1,8337,UTC+5,55.2153947,67.2451705
Петухово,Курганская,обл,Уральский,1,11291,UTC+5,55.0650077,67.8873408
Шадринск,Курганская,обл,Уральский,0,77744,UTC+5,56.0870344,63.6297182
Шумиха,Курганская,обл,Уральский,1,17821,UTC+5,55.2280246,63.2901272
Щучье,Курганская,обл,Уральский,1,10971,UTC+5,55.2087637,62.7478548
Дмитриев,Курская,обл,Центральный,0,7721,UTC+3,52.1268464,35.0739038
Железногорск,Курская,обл,Центральный,1,95057,UTC+3,52.3380202,35.3516867
Курск,Курская,обл,Центральный,2,414595,UTC+3,51.7303637,36.1925603
Курчатов,Курская,обл,Центральный,1,42691,UTC+3,51.6604083,35.6572224
Льгов,Курская,обл,Центральный,1,21452,UTC+3,51.6597148,35.2612491
Обоянь,Курская,обл,Центральный,1,13562,UTC+3,51.2119324,36.2755133
Рыльск,Курская,обл,Центральный,1,15667,UTC+3,51.5681314,34.6802597
Суджа,Курская,обл,Центральный,1,6036,UTC+3,51.1918927,35.2720915
Фатеж,Курская,обл,Центральный,1,5404,UTC+3,52.0917728,35.8538706
Щигры,Курская,обл,Центральный,1,17043,UTC+3,51.8786014,36.8910945
Бокситогорск,Ленинградская,обл,Северо-Западный,1,16593,UTC+3,59.4734797,33.845688
Волосово,Ленинградская,обл,Северо-Западный,1,12162,UTC+3,59.4445408,29.4923355
Волхов,Ленинградская,обл,Северо-Западный,1,47344,UTC+3,59.9005958,32.3520756
Всеволожск,Ленинградская,обл,Северо-Западный,1,59689,UTC+3,60.0191278,30.6456718
Выборг,Ленинградская,обл,Северо-Западный,1,80013,UTC+3,60.7130801,28.7328336
Высоцк,Ленинградская,обл,Северо-Западный,0,1244,UTC+3,60.6296236,28.5709314
Гатчина,Ленинградская,обл,Северо-Западный,1,92566,UTC+3,59.565237,30.1282473
Ивангород,Ленинградская,обл,Северо-Западный,0,9797,UTC+3,59.3766119,28.2231659
Каменногорск,Ленинградская,обл,Северо-Западный,0,6761,UTC+3,60.950855,29.1308372
Кингисепп,Ленинградская,обл,Северо-Западный,1,48667,UTC+3,59.3740435,28.6112444
Кириши,Ленинградская,обл,Северо-Западный,1,52826,UTC+3,59.4742862,32.0624947
Кировск,Ленинградская,обл,Северо-Западный,1,25633,UTC+3,59.8754216,30.981364
Коммунар,Ленинградская,обл,Северо-Западный,0,20265,UTC+3,59.6215133,30.3934125
Кудрово,Ленинградская,обл,Северо-Западный,0,13501,UTC+3,59.9075226,30.5121008
Лодейное Поле,Ленинградская,обл,Северо-Западный,1,21053,UTC+3,60.7320936,33.5521022
Луга,Ленинградская,обл,Северо-Западный,1,36409,UTC+3,58.7374031,29.8465776
Любань,Ленинградская,обл,Северо-Западный,0,4188,UTC+3,59.3493847,31.2484801
Мурино,Ленинградская,обл,Северо-Западный,0,19775,UTC+3,60.044862,30.4571456
Никольское,Ленинградская,обл,Северо-Западный,0,19345,UTC+3,59.7043309,30.7874571
Новая Ладога,Ленинградская,обл,Северо-Западный,0,8890,UTC+3,60.1100135,32.3141203
Отрадное,Ленинградская,обл,Северо-Западный,0,23874,UTC+3,59.7726848,30.7988557
Пикалево,Ленинградская,обл,Северо-Западный,0,21567,UTC+3,59.5132022,34.1772776
Подпорожье,Ленинградская,обл,Северо-Западный,1,18729,UTC+3,60.9127549,34.1567664
Приморск,Ленинградская,обл,Северо-Западный,0,6122,UTC+3,60.3660209,28.6135772
Приозерск,Ленинградская,обл,Северо-Западный,1,18929,UTC+3,61.0330896,30.1587851
Светогорск,Ленинградская,обл,Северо-Западный,0,15973,UTC+3,61.1111282,28.8725865
Сертолово,Ленинградская,обл,Северо-Западный,0,47854,UTC+3,60.1446932,30.2095918
Сланцы,Ленинградская,обл,Северо-Западный,1,33587,UTC+3,59.1178185,28.0881475
Сосновый Бор,Ленинградская,обл,Северо-Западный,0,65901,UTC+3,59.8772884,29.1291619
Сясьстрой,Ленинградская,обл,Северо-Западный,0,13747,UTC+3,60.1401739,32.5601559
Тихвин,Ленинградская,обл,Северо-Западный,1,58843,UTC+3,59.6272904,33.5072731
Тосно,Ленинградская,обл,Северо-Западный,1,39127,UTC+3,59.5407098,30.877812
Шлиссельбург,Ленинградская,обл,Северо-Западный,0,13305,UTC+3,59.9443714,31.0333365
Грязи,Липецкая,обл,Центральный,1,46798,UTC+3,52.4874097,39.9331142
Данков,Липецкая,обл,Центральный,1,21056,UTC+3,53.2577411,39.1456184
Елец,Липецкая,обл,Центральный,0,108404,UTC+3,52.6152411,38.5289342
Задонск,Липецкая,обл,Центральный,1,9695,UTC+3,52.4004179,38.9205032
Лебедянь,Липецкая,обл,Центральный,1,20991,UTC+3,53.0156117,39.143536
Липецк,Липецкая,обл,Центральный,2,508124,UTC+3,52.610249,39.5947883
Усмань,Липецкая,обл,Центральный,1,18752,UTC+3,52.0442648,39.726401
Чаплыгин,Липецкая,обл,Центральный,1,12656,UTC+3,53.24048,39.9670973
Магадан,Магаданская,обл,Дальневосточный,2,95925,UTC+11,59.5681332,150.8084956
Сусуман,Магаданская,обл,Дальневосточный,1,5865,UTC+11,62.7805882,148.1540281
Волжск,Марий Эл,Респ,Приволжский,0,55671,UTC+3,55.8623156,48.3715083
Звенигово,Марий Эл,Респ,Приволжский,1,11945,UTC+3,55.9738571,48.0170245
Йошкар-Ола,Марий Эл,Респ,Приволжский,2,248688,UTC+3,56.6343662,47.8999706
Козьмодемьянск,Марий Эл,Респ,Приволжский,0,21262,UTC+3,56.3334036,46.546675
Ардатов,Мордовия,Респ,Приволжский,1,9400,UTC+3,54.8465544,46.2411232
Инсар,Мордовия,Респ,Приволжский,1,8687,UTC+3,53.8770022,44.3696566
Ковылкино,Мордовия,Респ,Приволжский,1,21307,UTC+3,54.0391072,43.9191539
Краснослободск,Мордовия,Респ,Приволжский,1,10151,UTC+3,54.4248207,43.7845011
Рузаевка,Мордовия,Респ,Приволжский,1,47529,UTC+3,54.0581967,44.9490466
Саранск,Мордовия,Респ,Приволжский,2,318841,UTC+3,54.1809332,45.1862632
Темников,Мордовия,Респ,Приволжский,1,7247,UTC+3,54.6310583,43.2161099
,Москва,г,Центральный,0,11514330,UTC+3,55.7540471,37.620405
Апрелевка,Московская,обл,Центральный,0,18467,UTC+3,55.5276918,37.065143
Балашиха,Московская,обл,Центральный,0,215353,UTC+3,55.796389,37.938283
Белоозёрский,Московская,обл,Центральный,0,17842,UTC+3,55.4595766,38.4389742
Бронницы,Московская,обл,Центральный,0,21102,UTC+3,55.4255379,38.264145
Верея,Московская,обл,Центральный,0,5368,UTC+3,55.343369,36.185694
Видное,Московская,обл,Центральный,1,56798,UTC+3,55.551725,37.7061984
Волоколамск,Московская,обл,Центральный,1,23386,UTC+3,56.0356499,35.9585112
,Московская,обл,Центральный,0,91301,UTC+3,55.3071519,38.7027953
Высоковск,Московская,обл,Центральный,0,10642,UTC+3,56.3359513,36.5251837
Голицыно,Московская,обл,Центральный,0,17447,UTC+3,55.6190582,36.9856793
Дедовск,Московская,обл,Центральный,0,29280,UTC+3,55.8703276,37.1245043
Дзержинский,Московская,обл,Центральный,0,47125,UTC+3,55.6240869,37.8440276
,Московская,обл,Центральный,0,61454,UTC+3,56.3477457,37.526672
Долгопрудный,Московская,обл,Центральный,0,90976,UTC+3,55.9385999,37.5101021
Домодедово,Московская,обл,Центральный,0,96123,UTC+3,55.4363283,37.7664984
Дрезна,Московская,обл,Центральный,0,11815,UTC+3,55.7443143,38.8498479
Дубна,Московская,обл,Центральный,0,70569,UTC+3,56.741786,37.1757223
Егорьевск,Московская,обл,Центральный,0,70133,UTC+3,55.3830113,39.0358317
Жуковский,Московская,обл,Центральный,0,102729,UTC+3,55.599803,38.1224298
Зарайск,Московская,обл,Центральный,1,24648,UTC+3,54.762456,38.8850978
Звенигород,Московская,обл,Центральный,0,16395,UTC+3,55.7297089,36.8554029
Ивантеевка,Московская,обл,Центральный,0,58594,UTC+3,55.9741665,37.9207539
,Московская,обл,Центральный,0,35106,UTC+3,55.9062267,36.8601454
Кашира,Московская,обл,Центральный,0,41880,UTC+3,54.853337,38.1904392
,Московская,обл,Центральный,0,80584,UTC+3,56.3425605,36.7240032
Коломна,Московская,обл,Центральный,0,144642,UTC+3,55.102814,38.7531002
Королёв,Московская,обл,Центральный,0,183452,UTC+3,55.9161773,37.8545415
Котельники,Московская,обл,Центральный,0,32347,UTC+3,55.6597925,37.8631156
Красноармейск,Московская,обл,Центральный,0,26294,UTC+3,56.105426,38.140838
Красногорск,Московская,обл,Центральный,1,116738,UTC+3,55.8317203,37.3295266
Краснозаводск,Московская,обл,Центральный,0,13432,UTC+3,56.4409979,38.2320307
Краснознаменск,Московская,обл,Центральный,0,36057,UTC+3,55.5978959,37.0393709
Кубинка,Московская,обл,Центральный,0,22918,UTC+3,55.5754955,36.6951995
Куровское,Московская,обл,Центральный,0,21821,UTC+3,55.5792277,38.9207723
Ликино-Дулёво,Московская,обл,Центральный,0,31331,UTC+3,55.7078257,38.9578093
Лобня,Московская,обл,Центральный,0,74350,UTC+3,56.0328881,37.4614035
Лосино-Петровский,Московская,обл,Центральный,0,22550,UTC+3,55.8713214,38.200599
Луховицы,Московская,обл,Центральный,1,29849,UTC+3,54.9652077,39.0260266
Лыткарино,Московская,обл,Центральный,0,55147,UTC+3,55.5778163,37.9033507
Люберцы,Московская,обл,Центральный,1,171978,UTC+3,55.676499,37.898125
Можайск,Московская,обл,Центральный,1,31388,UTC+3,55.5069259,36.024043
Мытищи,Московская,обл,Центральный,0,173341,UTC+3,55.9105782,37.7363579
,Московская,обл,Центральный,0,64640,UTC+3,55.386185,36.734484
,Московская,обл,Центральный,0,99762,UTC+3,55.8686133,38.4622104
,Московская,обл,Центральный,0,139021,UTC+3,55.6789455,37.263686
Озёры,Московская,обл,Центральный,0,25788,UTC+3,54.8541006,38.5599196
,Московская,обл,Центральный,0,120620,UTC+3,55.8151421,38.9869822
Павловский Посад,Московская,обл,Центральный,1,63771,UTC+3,55.7807244,38.6596983
Пересвет,Московская,обл,Центральный,0,14142,UTC+3,56.4158326,38.1733534
Подольск,Московская,обл,Центральный,0,187956,UTC+3,55.4389322,37.5703482
Протвино,Московская,обл,Центральный,0,37308,UTC+3,54.8705984,37.2182749
Пушкино,Московская,обл,Центральный,1,102840,UTC+3,56.0103638,37.8471403
Пущино,Московская,обл,Центральный,0,20263,UTC+3,54.8324412,37.6210346
Раменское,Московская,обл,Центральный,1,96355,UTC+3,55.5495132,38.2728914
Реутов,Московская,обл,Центральный,0,87195,UTC+3,55.7582621,37.8618553
Рошаль,Московская,обл,Центральный,0,21265,UTC+3,55.6632776,39.8656147
Руза,Московская,обл,Центральный,1,13495,UTC+3,55.7014744,36.1959206
,Московская,обл,Центральный,0,110878,UTC+3,56.3062548,38.1502661
Серпухов,Московская,обл,Центральный,0,126496,UTC+3,54.9226466,37.4033859
Солнечногорск,Московская,обл,Центральный,1,52996,UTC+3,56.185102,36.977631
Старая Купавна,Московская,обл,Центральный,0,21859,UTC+3,55.810648,38.175624
Ступино,Московская,обл,Центральный,1,66942,UTC+3,54.886274,38.078228
Талдом,Московская,обл,Центральный,1,13819,UTC+3,56.7308564,37.5276003
Фрязино,Московская,обл,Центральный,0,55449,UTC+3,55.9590588,38.0410235
Химки,Московская,обл,Центральный,0,207125,UTC+3,55.888657,37.4303702
Хотьково,Московская,обл,Центральный,0,21612,UTC+3,56.2516982,37.9396017
Черноголовка,Московская,обл,Центральный,0,20986,UTC+3,56.010005,38.379245
Чехов,Московская,обл,Центральный,1,60677,UTC+3,55.1508011,37.4533252
,Московская,обл,Центральный,0,32836,UTC+3,55.5777427,39.5445712
Щёлково,Московская,обл,Центральный,1,110380,UTC+3,55.9233801,37.9783707
Электрогорск,Московская,обл,Центральный,0,22120,UTC+3,55.8780241,38.7806752
Электросталь,Московская,обл,Центральный,0,155324,UTC+3,55.7847291,38.4447045
Электроугли,Московская,обл,Центральный,0,20120,UTC+3,55.7170877,38.2192563
Яхрома,Московская,обл,Центральный,0,13248,UTC+3,56.2890516,37.4831799
Апатиты,Мурманская,обл,Северо-Западный,0,59690,UTC+3,67.5677761,33.4067929
Гаджиево,Мурманская,обл,Северо-Западный,0,11089,UTC+3,69.2491311,33.315341
Заозерск,Мурманская,обл,Северо-Западный,0,11206,UTC+3,69.4003584,32.4501496
Заполярный,Мурманская,обл,Северо-Западный,0,15835,UTC+3,69.4132852,30.7984312
Кандалакша,Мурманская,обл,Северо-Западный,1,35659,UTC+3,67.1567974,32.4143218
Кировск,Мурманская,обл,Северо-Западный,0,28659,UTC+3,67.6150424,33.663735
Ковдор,Мурманская,обл,Северо-Западный,1,18836,UTC+3,67.5661417,30.4741941
Кола,Мурманская,обл,Северо-Западный,1,10447,UTC+3,68.8786028,33.0262299
Мончегорск,Мурманская,обл,Северо-Западный,0,45381,UTC+3,67.9386153,32.9359719
Мурманск,Мурманская,обл,Северо-Западный,2,307664,UTC+3,69.007721,33.0685865
Оленегорск,Мурманская,обл,Северо-Западный,0,23079,UTC+3,68.1422058,33.2669407
Островной,Мурманская,обл,Северо-Западный,0,2177,UTC+3,68.0510344,39.5077846
Полярные Зори,Мурманская,обл,Северо-Западный,0,15106,UTC+3,67.373084,32.4975636
Полярный,Мурманская,обл,Северо-Западный,0,17304,UTC+3,69.1989583,33.4508591
Североморск,Мурманская,обл,Северо-Западный,0,50076,UTC+3,69.0766801,33.4177759
Снежногорск,Мурманская,обл,Северо-Западный,0,12698,UTC+3,69.1921409,33.2383502
Нарьян-Мар,Ненецкий,АО,Северо-Западный,2,21296,UTC+3,67.6379672,53.0069565
Арзамас,Нижегородская,обл,Приволжский,0,106367,UTC+3,55.3945814,43.8408141
Балахна,Нижегородская,обл,Приволжский,1,51526,UTC+3,56.495036,43.5758423
Богородск,Нижегородская,обл,Приволжский,1,25497,UTC+3,56.1020828,43.5135442
Бор,Нижегородская,обл,Приволжский,0,78079,UTC+3,56.3565458,44.0646481
Ветлуга,Нижегородская,обл,Приволжский,1,8956,UTC+3,57.8559204,45.7761957
Володарск,Нижегородская,обл,Приволжский,1,9924,UTC+3,56.2169751,43.1596417
Ворсма,Нижегородская,обл,Приволжский,0,11622,UTC+3,55.989943,43.2718859
Выкса,Нижегородская,обл,Приволжский,1,56196,UTC+3,55.3207727,42.1678834
Горбатов,Нижегородская,обл,Приволжский,0,2278,UTC+3,56.1307769,43.0626185
Городец,Нижегородская,обл,Приволжский,1,30699,UTC+3,56.6449218,43.4723104
Дзержинск,Нижегородская,обл,Приволжский,0,240762,UTC+3,56.2376047,43.4599416
Заволжье,Нижегородская,обл,Приволжский,0,40265,UTC+3,56.6404286,43.3872492
Княгинино,Нижегородская,обл,Приволжский,1,6708,UTC+3,55.8205915,45.032337
Кстово,Нижегородская,обл,Приволжский,1,66641,UTC+3,56.1432084,44.1664198
Кулебаки,Нижегородская,обл,Приволжский,1,35762,UTC+3,55.4296181,42.5125538
Лукоянов,Нижегородская,обл,Приволжский,1,14949,UTC+3,55.0326225,44.4933807
Лысково,Нижегородская,обл,Приволжский,1,21882,UTC+3,56.0262359,45.035771
Навашино,Нижегородская,обл,Приволжский,1,16413,UTC+3,55.543811,42.1887089
Нижний Новгород,Нижегородская,обл,Приволжский,2,1250615,UTC+3,56.3240627,44.0053913
Павлово,Нижегородская,обл,Приволжский,1,60699,UTC+3,55.9797564,43.0995042
Первомайск,Нижегородская,обл,Приволжский,0,14567,UTC+3,54.8675792,43.8013992
Перевоз,Нижегородская,обл,Приволжский,1,9201,UTC+3,55.5967718,44.5448369
Саров,Нижегородская,обл,Приволжский,0,92073,UTC+3,54.9228268,43.3448089
Семенов,Нижегородская,обл,Приволжский,0,24472,UTC+3,56.7889794,44.4902885
Сергач,Нижегородская,обл,Приволжский,1,21387,UTC+3,55.5201515,45.4813231
Урень,Нижегородская,обл,Приволжский,1,12311,UTC+3,57.4612572,45.7833293
Чкаловск,Нижегородская,обл,Приволжский,1,12371,UTC+3,56.7651262,43.242077
Шахунья,Нижегородская,обл,Приволжский,0,21337,UTC+3,57.6764293,46.6129009
Боровичи,Новгородская,обл,Северо-Западный,1,54731,UTC+3,58.3840197,33.9175929
Валдай,Новгородская,обл,Северо-Западный,1,16099,UTC+3,57.9823766,33.2369436
Великий Новгород,Новгородская,обл,Северо-Западный,2,218724,UTC+3,58.5213846,31.2755394
Малая Вишера,Новгородская,обл,Северо-Западный,1,12461,UTC+3,58.8458379,32.2247401
Окуловка,Новгородская,обл,Северо-Западный,1,12464,UTC+3,58.3910296,33.2901557
